id,title,company,skills,location,salary_min,salary_max,type,age_preference,experience_required,education_required,description,category,source,job_url,scraped_at,skills_source,salary_source
scraped_vieclam24h_00011,Công Ty Cổ Phần Đầu Tư Và Phát,,Tài chính,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Công Ty Cổ Phần Đầu Tư Và Phát Triển Sài Gòn Realty,other,Vieclam24h,https://vieclam24h.vn/tai-chinh-dau-tu-chung-khoan/nhan-vien-kinh-doanh-bat-dong-san-luong-co-ban-upto-30-trieu-ho-tro-100-data-marketing-net-c18p104id200800719.html,2026-04-14T18:49:44.409162,title,inferred
scraped_vieclam24h_00013,Nhân Viên Nhắc Phí (Thu Nhập 12 -,,,Hồ Chí Minh,30000000,30000000,full-time,any,0,high,Nhân Viên Nhắc Phí (Thu Nhập 12 - 30 Triệu),other,Vieclam24h,https://vieclam24h.vn/tai-chinh-dau-tu-chung-khoan/nhan-vien-nhac-phi-thu-nhap-12-30-trieu-c18p122id200796587.html,2026-04-14T18:49:44.409250,original,original
scraped_vieclam24h_00016,Toàn Quốc - Nhân Viên Hỗ,,,Hồ Chí Minh,30000000,30000000,full-time,any,0,high,Toàn Quốc - Nhân Viên Hỗ Trợ Thanh Toán Tại Thị Trường (Thu Nhập Từ 15-30Tr),other,Vieclam24h,https://vieclam24h.vn/tai-chinh-dau-tu-chung-khoan/toan-quoc-nhan-vien-ho-tro-thanh-toan-tai-thi-truong-thu-nhap-tu-15-30tr-c18p123id200793734.html,2026-04-14T18:49:44.409387,original,original
scraped_vieclam24h_00017,Nhân Viên Bán Hàng Quận 12 Lương,,Kinh doanh|Cơ khí,Hồ Chí Minh,10000000,10000000,full-time,any,0,high,Nhân Viên Bán Hàng Quận 12 Lương Trên 10 Triệu,sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-ban-hang-quan-12-luong-tren-10-trieu-c13p122id200804904.html,2026-04-14T18:49:44.409434,title,original
scraped_vieclam24h_00019,Chuyên Viên Tuyển Dụng - Thu Nhập Từ 15 -,,Hành chính,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,Chuyên Viên Tuyển Dụng - Thu Nhập Từ 15 - 20 Triệu,other,Vieclam24h,https://vieclam24h.vn/nhan-su/chuyen-vien-tuyen-dung-thu-nhap-tu-15-20-trieu-c22p73id200790643.html,2026-04-14T18:49:44.409524,title,original
scraped_vieclam24h_00020,Nhân Viên Tư Vấn Tài Chính Ngân Hàng Lương,,Kế toán|Kinh doanh|Cơ khí|Tài chính,Hồ Chí Minh,12000000,12000000,full-time,any,0,high,Nhân Viên Tư Vấn Tài Chính Ngân Hàng Lương Trên 12 Triệu,accounting,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/nhan-vien-tu-van-tai-chinh-ngan-hang-luong-tren-12-trieu-c1p122id200804188.html,2026-04-14T18:49:44.409574,title,original
scraped_vieclam24h_00022,Phó Quản Lý Xưởng- Thủ Kho - Lương 12-,,Kế toán|Kho vận,Hồ Chí Minh,15000000,15000000,full-time,any,0,high,Phó Quản Lý Xưởng- Thủ Kho - Lương 12- 15 Triệu Ca 12 Tiếng,accounting,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/pho-quan-ly-xuong-thu-kho-luong-12-15-trieu-ca-12-tieng-c1p122id200801407.html,2026-04-14T18:49:44.409658,title,original
scraped_vieclam24h_00026,Phiên Dịch Viên Tiếng,,,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Phiên Dịch Viên Tiếng Trung Làm Việc Hà Nội - Nhận Việc Ngay,other,Vieclam24h,https://vieclam24h.vn/bien-phien-dich/phien-dich-vien-tieng-trung-lam-viec-ha-noi-nhan-viec-ngay-c37p73id200795654.html,2026-04-14T18:49:44.409829,original,inferred
scraped_vieclam24h_00027,Công Ty TNHH,,,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Công Ty TNHH Transcosmos Việt Nam,other,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-cham-soc-va-ban-hang-qua-dien-thoai-thuong-hieu-bia-c13p122id200799558.html,2026-04-14T18:49:44.409873,original,inferred
scraped_vieclam24h_00030,Phó,,Hành chính|Cơ khí,Hồ Chí Minh,27000000,27000000,full-time,any,0,high,Phó Trưởng Phòng Tổ Chức Hành Chính - Hành Chính - Thu Nhập Từ 22 - 27 Triệu - Yêu Cầu 3 Năm Kinh Nghiệm,skilled,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/pho-truong-phong-to-chuc-hanh-chinh-hanh-chinh-thu-nhap-tu-22-27-trieu-yeu-cau-3-nam-kinh-nghiem-c1p73id200802304.html,2026-04-14T18:49:44.410001,title,original
scraped_vieclam24h_00031,Công Ty,,,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Công Ty Trách Nhiệm Hữu Hạn Trang Trí Nội Thất Hoàng Dương,other,Vieclam24h,https://vieclam24h.vn/ke-toan/nhan-vien-ke-toan-noi-bo-quan-7-c17p122id200800007.html,2026-04-14T18:49:44.410040,original,inferred
scraped_vieclam24h_00032,"Chuyên Viên Tư Vấn Tuyển Sinh / Bán Hàng / Kinh Doanh / Sales / Consultant (Data Sẵn, Thử Việc Full Lương) - Thu Nhập Từ",,Kinh doanh|Cơ khí|IT,Hồ Chí Minh,12000000,12000000,full-time,any,0,high,"Chuyên Viên Tư Vấn Tuyển Sinh / Bán Hàng / Kinh Doanh / Sales / Consultant (Data Sẵn, Thử Việc Full Lương) - Thu Nhập Từ 12 Triệu Đến Không Giới Hạn - Ila Quận 8, 10, Bình Tân",sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-tu-van-tuyen-sinh-ban-hang-kinh-doanh-sales-consultant-data-san-thu-viec-full-luong-thu-nhap-tu-12-trieu-den-khong-gioi-han-ila-quan-8-10-binh-tan-c13p122id200805200.html,2026-04-14T18:49:44.410102,title,original
scraped_vieclam24h_00034,Nhân Viên Kinh Doanh - Lương Upto,,Kinh doanh|Giáo dục,Hồ Chí Minh,40000000,40000000,full-time,any,0,high,Nhân Viên Kinh Doanh - Lương Upto 40 Triệu - Không Có Kinh Nghiệm Được Đào Tạo [Bình Dương],sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-luong-upto-40-trieu-khong-co-kinh-nghiem-duoc-dao-tao-binh-duong-c13p119id200804355.html,2026-04-14T18:49:44.410199,title,original
scraped_vieclam24h_00038,Nhân Viên Kinh Doanh / Sales (Nữ - Dưới 32T) - Tại Tân Phú - Đảm Bảo Thu Nhập Từ 10 -,,Kinh doanh,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,Nhân Viên Kinh Doanh / Sales (Nữ - Dưới 32T) - Tại Tân Phú - Đảm Bảo Thu Nhập Từ 10 - 20 Triệu,sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-sales-nu-duoi-32t-tai-tan-phu-dam-bao-thu-nhap-tu-10-20-trieu-c13p122id200804712.html,2026-04-14T18:49:44.410385,title,original
scraped_vieclam24h_00039,Nhân Viên Kinh Doanh Bất Động Sản - Thu Nhập,,Kinh doanh|Bất động sản|Thẩm định,Hồ Chí Minh,50000000,50000000,full-time,any,0,high,Nhân Viên Kinh Doanh Bất Động Sản - Thu Nhập Trên 50 Triệu,sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-bat-dong-san-thu-nhap-tren-50-trieu-c13p119id200769855.html,2026-04-14T18:49:44.410434,title,original
scraped_vieclam24h_00041,Chuyên Viên Kinh Doanh Dự Án Vinhomes – Thu Nhập 50-,,Kinh doanh|IT,Hồ Chí Minh,100000000,100000000,full-time,any,0,high,Chuyên Viên Kinh Doanh Dự Án Vinhomes – Thu Nhập 50-100Triệu / Tháng (Không Yêu Cầu Kinh Nghiệm + Data Có Sẵn),sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-kinh-doanh-du-an-vinhomes-thu-nhap-50-100trieu-thang-khong-yeu-cau-kinh-nghiem-data-co-san-c13p122id200804558.html,2026-04-14T18:49:44.410854,title,original
scraped_vieclam24h_00042,Chuyên Viên Kinh Doanh / Tư Vấn Bất Động Sản - Thu Nhập Từ,,Kinh doanh|Bất động sản|Thẩm định,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,Chuyên Viên Kinh Doanh / Tư Vấn Bất Động Sản - Thu Nhập Từ 20 Triệu,sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-kinh-doanh-tu-van-bat-dong-san-thu-nhap-tu-20-trieu-c13p122id200804237.html,2026-04-14T18:49:44.410948,title,original
scraped_vieclam24h_00043,Nhân Viên Telesales - CSKH (Thu Nhập 10-,,Kinh doanh,Hồ Chí Minh,15000000,15000000,full-time,any,0,high,Nhân Viên Telesales - CSKH (Thu Nhập 10-15 Triệu / Tháng),sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-telesales-cskh-thu-nhap-10-15-trieu-thang-c13p122id200804230.html,2026-04-14T18:49:44.411034,title,original
scraped_vieclam24h_00044,Nữ Nhân Viên Bán Hàng Lương,,Kinh doanh|Cơ khí,Hồ Chí Minh,10000000,10000000,full-time,any,0,high,Nữ Nhân Viên Bán Hàng Lương Trên 10 Triệu Đi Làm Ngay,sales,Vieclam24h,https://vieclam24h.vn/ban-hang-kinh-doanh/nu-nhan-vien-ban-hang-luong-tren-10-trieu-di-lam-ngay-c13p122id200804231.html,2026-04-14T18:49:44.411110,title,original
scraped_vieclam24h_00046,Công Ty TNHH Hương Phạm - Thời,,,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Công Ty TNHH Hương Phạm - Thời Trang Scentsun,other,Vieclam24h,https://vieclam24h.vn/ke-toan/ke-toan-ban-hang-khong-yeu-cau-kinh-nghiem-c17p73id200804205.html,2026-04-14T18:49:44.411199,original,inferred
scraped_vieclam24h_00048,Kế Toán Thuế - Mức Lương 15-,,Kế toán,Hồ Chí Minh,18000000,18000000,full-time,any,0,high,Kế Toán Thuế - Mức Lương 15-18Tr - Đi Làm Ngay,accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/ke-toan-thue-muc-luong-15-18tr-di-lam-ngay-c17p73id200804194.html,2026-04-14T18:49:44.411280,title,original
scraped_vieclam24h_00051,Nhân Viên Kế Toán Nội Bộ Thu Nhập Từ,,Kế toán,Hồ Chí Minh,12000000,12000000,full-time,any,0,high,Nhân Viên Kế Toán Nội Bộ Thu Nhập Từ 12 Triệu,accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/nhan-vien-ke-toan-noi-bo-thu-nhap-tu-12-trieu-c17p73id200793846.html,2026-04-14T18:49:44.411401,title,original
scraped_vieclam24h_00052,Nhân Viên Kế Toán - Lương Thử Việc,,Kế toán,Hồ Chí Minh,14000000,14000000,full-time,any,0,high,Nhân Viên Kế Toán - Lương Thử Việc 14 Triệu - Đi Làm Ngay,accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/nhan-vien-ke-toan-luong-thu-viec-14-trieu-di-lam-ngay-c17p122id200799543.html,2026-04-14T18:49:44.411444,title,original
scraped_vieclam24h_00054,Nhân Viên Thu Hồi Tín Dụng Thị,,Tài chính,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Nhân Viên Thu Hồi Tín Dụng Thị Trường,other,Vieclam24h,https://vieclam24h.vn/van-tai-lai-xe-giao-nhan/nhan-vien-thu-hoi-tin-dung-thi-truong-c16p85id200800886.html,2026-04-14T18:49:44.411529,title,inferred
scraped_vieclam24h_00056,Nhân Viên Kế Toán Nội Bộ - Lương 10 -,,Kế toán,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,Nhân Viên Kế Toán Nội Bộ - Lương 10 - 20 Triệu (Bắc Từ Liêm),accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/nhan-vien-ke-toan-noi-bo-luong-10-20-trieu-bac-tu-liem-c17p73id200803470.html,2026-04-14T18:49:44.411623,title,original
scraped_vieclam24h_00057,Nhân Viên Cứu Hộ Bể Bơi Tại Vingroup Lương 11-,,,Hồ Chí Minh,25000000,25000000,full-time,any,0,high,Nhân Viên Cứu Hộ Bể Bơi Tại Vingroup Lương 11-25 Triệu,other,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/nhan-vien-cuu-ho-be-boi-tai-vingroup-luong-11-25-trieu-c2p73id200789087.html,2026-04-14T18:49:44.411666,original,original
scraped_vieclam24h_00058,Nhân Viên,,,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Nhân Viên Trực Camera Nhà Máy HonDa - Vĩnh Phúc,other,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/nhan-vien-truc-camera-nha-may-honda-vinh-phuc-c2p89id200766358.html,2026-04-14T18:49:44.411715,original,inferred
scraped_vieclam24h_00059,Quản Lý /,,Cơ khí|Kho vận,Hồ Chí Minh,25000000,25000000,full-time,any,0,high,Quản Lý / Trợ Lý Dự Án Vận Hành Thu Nhập Từ 12-25 Triệu Ưu Tiên Biết Tiếng Anh - Nhận Việc Ngay,skilled,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/quan-ly-tro-ly-du-an-van-hanh-thu-nhap-tu-12-25-trieu-uu-tien-biet-tieng-anh-nhan-viec-ngay-c2p73id200797370.html,2026-04-14T18:49:44.411761,title,original
scraped_vieclam24h_00060,Nhân Viên Bảo Vệ,,Bảo vệ,Hồ Chí Minh,7200000,12000000,full-time,any,0,high,Nhân Viên Bảo Vệ Trường Quốc Tế,security,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/nhan-vien-bao-ve-truong-quoc-te-c2p122id200803831.html,2026-04-14T18:49:44.411802,title,inferred
scraped_vieclam24h_00061,Chi Nhánh Bắc Ninh - Công Ty TNHH Dịch Vụ Bảo Vệ Quang,,Bảo vệ,Hà Nội,6899999,11500000,full-time,any,0,high,Chi Nhánh Bắc Ninh - Công Ty TNHH Dịch Vụ Bảo Vệ Quang Trung Hà Nội,security,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/can-bo-phong-nghiep-vu-co-dong-c2p73id200804680.html,2026-04-14T18:49:44.411848,title,inferred
scraped_vieclam24h_00062,Đội,,,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,Đội Trưởng Đội Bảo Vệ (Bình Thạnh) - Đi Làm Ngay,other,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/doi-truong-doi-bao-ve-binh-thanh-di-lam-ngay-c2p122id200791675.html,2026-04-14T18:49:44.411893,original,inferred
scraped_vieclam24h_00063,Nhân Viên Bảo Vệ - Thủ Đức - Hỗ,,Bảo vệ,Hồ Chí Minh,7200000,12000000,full-time,any,0,high,Nhân Viên Bảo Vệ - Thủ Đức - Hỗ Trợ Chi Phí Ăn,security,Vieclam24h,https://vieclam24h.vn/an-ninh-bao-ve/nhan-vien-bao-ve-thu-duc-ho-tro-chi-phi-an-c2p122id200792427.html,2026-04-14T18:49:44.411936,title,inferred
scraped_vietnamworks_algolia_00000,Phó Tổng Giám Đốc Phụ Trách Kinh Doanh (Hà Nội),Công Ty Cổ Phần Chứng Khoán Up,Kinh doanh|Kế toán|Xây dựng|Cơ khí|Kho vận|Bất động sản|Tài chính,Hà Nội,4000,6000,full-time,any,0,high,"Tham mưu cho Tổng Giám đốc xây dựng chiến lược phát triển kinh doanh tổng thể của Công ty. Quản lý và điều hành các hoạt động kinh doanh chính gồm: Môi giới chứng khoán, Tư vấn đầu tư, Ngân hàng đầu tư (IB), Tự doanh . Xây dựng và triển khai kế hoạch doanh thu,... Yêu cầu: Tốt nghiệp Đại học trở lên chuyên ngành Tài chính, Ngân hàng, Chứng khoán, Kinh tế hoặc liên quan . Có tối thiểu 10 năm kinh nghiệm trong lĩnh vực chứng khoán/tài chính; trong đó 5 năm ở vị trí quản lý cấp cao . Có kinh nghiệm quản lý hoặc triển khai các mảng Môi...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/pho-tong-giam-doc-phu-trach-kinh-doanh-ha-noi-2022850,2026-04-14T19:30:40.026614,title,original
scraped_vietnamworks_algolia_00001,Senior Poultry Nutritionist,CÔNG TY TNHH AB AGRI VIỆT NAM,IT|May mặc|Sản xuất|Tài chính|Marketing,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"The Role & Key Responsibilities Job Title: Senior Poultry Nutritionist Location: Ho Chi Minh City, Vietnam. Contract and shift pattern: Permanent contract and normal working time from Mon to Fri, 8:30 - 17:30. To support ABAV’s Technical & Commercial Teams in the technical field; to promote AB Agri as a trusted partner in terms of livestock feed... Yêu cầu: • University degree in Animal Science, Animal Nutrition or Veterinary Medicine • 7- 8 years’ experience in feed mill or within large scale poultry production with hands on nutrition / formulation responsibilities • 3 - 5 years’ experience as a technical consultant or nutritional advisor • Fluent in English to be able to speak English well;...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-poultry-nutritionist-2025948,2026-04-14T19:30:40.026776,title,inferred
scraped_vietnamworks_algolia_00002,Sales Admin Modern Trade Channel,Công Ty TNHH I.P. One (Việt Nam),Kinh doanh|Hành chính|Lái xe|IT|Phục vụ|Kho vận|Marketing,Hồ Chí Minh,9600000,18000000,full-time,any,1,high,"• Receive original or advance copies of customer PO. • Check PO date, pricing, and related information for accuracy. • Create, process, and monitor Sales Orders on sales tools system, ensure timely and accurate order processing. • Liaise between Sales and Logistic Dept., discuss and coordinate inventory availability and delivery schedules. • Follow up on order fulfillment and... Yêu cầu: • Minimum of 1 year of experience as a Sales Admin, experience in the FMCG industry is a plus. • Proficient in Microsoft Office (especially Excel). • Familiar with Sales tool and SAP system is a plus. • Strong analytical and reporting skills. • Strong organizational, detail-oriented, careful, responsible, and proactive. • Good communication by english and teamwork skills.",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/sales-admin-modern-trade-channel-2027407,2026-04-14T19:30:40.026917,title,inferred
scraped_vietnamworks_algolia_00003,Senior Data Scientist,CÔNG TY CỔ PHẦN VINSMART FUTURE,IT|Kinh doanh|Bất động sản|Marketing,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"• Develop and maintain quantitative models to drive user growth efficiency, including segmentation, propensity, and recommendation models for key problems such as retention, activation, conversion, and monetization. • Design and analyze A/B tests, uplift experiments, and causal inference studies to measure the true impact of marketing campaigns or policy changes. • Build and train uplift and... Yêu cầu: • Bachelor’s degree or higher; Master’s degree or published research is preferred. • In-depth knowledge of Data Platforms/Data Science. • Proficient in Python and SQL/NoSQL. • At least 3 years of experience in Data Science projects. • Strong ability to research and apply English-language materials. Technical Competencies • Proficient in Data Platforms and Data Science. • Skilled in Python, SQL/NoSQL, Git,...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-data-scientist-2027481,2026-04-14T19:30:40.027041,title,inferred
scraped_vietnamworks_algolia_00004,Legal Manager,"CÔNG TY CỔ PHẦN NGHIÊN CỨU, PHÁT TRIỂN VÀ ỨNG DỤNG ROBOT HÌNH NGƯỜI VINDYNAMICS",Luật|IT|Marketing,Hà Nội,9200000,17250000,full-time,any,5,university,"At VinDynamics, we build home assistive robots that will help billions of people and families across the world. We are seeking talented and self-driven employees to join our stellar team. Key Responsibilities: • Set up and manage the overall legal and compliance framework for the company, ensuring alignment with both local and international standards. • Advise and recommend practical... Yêu cầu: • Bachelor’s degree in Law; Vietnamese Lawyer License is required • 5+ years of experience in legal roles • Proven experience in setting up or managing legal structures for overseas companies (U.S. or other markets). • Strong knowledge of Vietnamese corporate, commercial, and labor laws; understanding of international legal frameworks. • Excellent English communication skills (both written and verbal). • Strong sense of ownership, responsibility,...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/legal-manager-1997981,2026-04-14T19:30:40.027159,title,inferred
scraped_vietnamworks_algolia_00005,SAP Senior Consultant - SAP Integrated Business Planning (Ibp) (AMS Project),Deloitte Consulting SEA,Kinh doanh|Bất động sản|Marketing|IT,Hồ Chí Minh,9600000,18000000,full-time,any,0,high,"Are you ready to unleash your potential? At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve. We believe we have a responsibility to be a force for good, and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s... Yêu cầu: At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve. We believe we have a responsibility to be a force for good, and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/sap-senior-consultant-sap-integrated-business-planning-ibp-ams-project-2025242,2026-04-14T19:30:40.027276,title,inferred
scraped_vietnamworks_algolia_00006,Trưởng Phòng Chính Sách Đãi Ngộ & Quản Trị Hiệu Quả Làm Việc,Ngân Hàng TNHH MTV Kỷ Nguyên Thịnh Vượng - GPBank,Kế toán|Kinh doanh|Hành chính|Xây dựng|Cơ khí|Tài chính,Hà Nội,0,75000000,full-time,any,5,university,"MỤC ĐÍCH CÔNG VIỆC Phát triển nền tảng, xây dựng chính sách và tổ chức triển khai thực hiện các chương trình nhân sự của Ngân hàng liên quan đến các mảng hoạt động: Quản lý Đãi ngộ & Ngân sách nhân sự; Quản trị Hiệu quả Làm việc; Quản lý cơ cấu tổ chức... Yêu cầu: 1. Trình độ Học vấn: Đại học/ Trên Đại học chuyên ngành Quản trị nhân sự/ Quản trị kinh doanh/ Tài chính/ Ngân hàng 2. Kinh nghiệm Liên quan: • Có ít nhất 5 năm kinh nghiệm giữ các chức vụ quản lý/lãnh đạo tại các tổ chức ngân hàng, tài chính, FMCG và các doanh...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/truong-phong-chinh-sach-djai-ngo-and-quan-tri-hieu-qua-lam-viec-2028321,2026-04-14T19:30:40.027393,title,original
scraped_vietnamworks_algolia_00007,Giám Sát Vận Hành - Khu Vực Miền Nam và Miền Trung,GSM,Lao động phổ thông|Cơ khí|Kho vận|Kinh doanh|Hành chính|Xây dựng|IT|Luật,Hồ Chí Minh,1500,800000000,full-time,any,3,college,"Mục tiêu công việc Phụ trách tổng hợp dữ liệu, theo dõi hiệu suất, xây dựng báo cáo vận hành và xử lý các nghiệp vụ liên quan đến CSKH, gian lận, lịch sử xử lý vi phạm... nhằm đảm bảo hoạt động được vận hành trơn tru, chính xác và tuân thủ quy trình. Cao đẳng/Đại học các ngành liên quan: Ô tô, Vận tải, Quản trị nhân sự, Data hoặc tương đương. Sử dụng các công cụ phân tích dữ liệu, Power BI, Excel,... , biết đọc và xử lý Data Có kinh nghiệm tối thiểu 3 năm liên quan lĩnh vực điều phối vận tải Khả năng xử lý...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/giam-sat-van-hanh-khu-vuc-mien-nam-va-mien-trung-2027872,2026-04-14T19:30:40.027513,title,original
